quality_score,notice_id,original_title,buyer_name,country,deadline,estimated_value_eur,tender_url,english_summary,what_they_want,eligibility_requirements,evaluation_criteria,language_detected
1,824032-2025,Finland – Medical equipments,Sansia Oy,FIN,2026-01-14,,https://ted.europa.eu/en/notice/-/detail/824032-2025,"This is a Finnish tender for medical equipment issued by Sansia Oy. The description refers to a brief description section in the tender request document itself, with no details provided in this notice.",NOT FOUND,NOT FOUND,NOT FOUND,Finnish
1,830776-2025,Italy – Miscellaneous medical devices and products,A.S.L. NAPOLI 3 SUD,ITA,2025-12-13,,https://ted.europa.eu/en/notice/-/detail/830776-2025,"This is a public tender issued by A.S.L. NAPOLI 3 SUD (Local Health Authority Naples 3 South) in Italy for the procurement of miscellaneous medical devices and products. The tender is divided into 21 separate lots, though specific details about the products in each lot are not provided in this notice.",NOT FOUND,NOT FOUND,NOT FOUND,English (title and structure only; detailed content not provided)
1,833261-2025,Netherlands – Sheltered housing construction work,Gemeente Den Haag,NLD,,,https://ted.europa.eu/en/notice/-/detail/833261-2025,"This is a market consultation notice from the Municipality of The Hague (Den Haag) in the Netherlands, preparing for a tender related to Wmo housing adaptations (Social Support Act housing modifications). This is supplementary to a previous market consultation conducted in February 2025.",NOT FOUND,NOT FOUND,NOT FOUND,Dutch
1,833875-2025,France – Engineering services,SPL Agence Ecomobilité Savoie Mont-Blanc,FRA,2025-12-30,,https://ted.europa.eu/en/notice/-/detail/833875-2025,"This is a tender for engineering services related to sustainable mobility infrastructure projects in the Savoie Mont-Blanc region of France. The services include traffic studies, road design, accessibility planning, and project management support for cycling paths, pedestrian areas, public transport facilities, and carpooling infrastructure.",NOT FOUND,NOT FOUND,NOT FOUND,French
1,839789-2025,Austria – Personal care products,Wiener Gesundheitsverbund – PPE Beschaffung GmbH,AUT,,,https://ted.europa.eu/en/notice/-/detail/839789-2025,"This is a tender notice from the Vienna Health Association's PPE Procurement GmbH in Austria for personal care products. The description repeatedly references tender documents for all details, providing no information in the notice itself.",NOT FOUND,NOT FOUND,NOT FOUND,German
0,818371-2025,Latvia – Medical equipments,"Valsts sabiedrība ar ierobežotu atbildību ""Nacionālais rehabilitācijas centrs ""Vaivari""""",LVA,,,https://ted.europa.eu/en/notice/-/detail/818371-2025,,,,,
0,819099-2025,Czechia – Tent for medical use,Česká zemědělská univerzita v Praze,CZE,2026-01-05,,https://ted.europa.eu/en/notice/-/detail/819099-2025,,,,,
0,819373-2025,Germany – Medical equipments,Kliniken der Stadt Köln gGmbH,DEU,2026-01-08,,https://ted.europa.eu/en/notice/-/detail/819373-2025,,,,,
0,822134-2025,Portugal – Orthopaedic support devices,"Unidade Local de Saúde do Baixo Mondego, EPE",PRT,2026-01-08,,https://ted.europa.eu/en/notice/-/detail/822134-2025,,,,,
0,823504-2025,Italy – Miscellaneous medical devices and products,Azienda Ospedaliero Universitaria SS. Antonio e Biagio e C. Arrigo,ITA,,,https://ted.europa.eu/en/notice/-/detail/823504-2025,,,,,
0,825813-2025,Germany – Operating techniques,Westsächsische Hochschule Zwickau,DEU,2026-01-15,,https://ted.europa.eu/en/notice/-/detail/825813-2025,,,,,
0,827320-2025,Belgium – Autoclaves,Universitair Ziekenhuis Antwerpen,BEL,2026-01-13,,https://ted.europa.eu/en/notice/-/detail/827320-2025,,,,,
0,831505-2025,Sweden – Medical equipments,Kriminalvården,SWE,,,https://ted.europa.eu/en/notice/-/detail/831505-2025,,,,,
0,832567-2025,Belgium – Medical equipments,HUmani SC,BEL,2026-01-30,,https://ted.europa.eu/en/notice/-/detail/832567-2025,,,,,
0,837014-2025,Sweden – Ultrasonic unit,Region Jönköpings län,SWE,2026-01-25,,https://ted.europa.eu/en/notice/-/detail/837014-2025,,,,,
0,838359-2025,Sweden – Ultrasonic unit,Västra Götalandsregionen,SWE,,,https://ted.europa.eu/en/notice/-/detail/838359-2025,,,,,
0,843693-2025,Germany – Medical equipments,Kliniken der Stadt Köln gGmbH,DEU,2026-01-16,,https://ted.europa.eu/en/notice/-/detail/843693-2025,,,,,
0,844130-2025,Norway – Medical equipments,Finnut AS,NOR,2026-02-06,,https://ted.europa.eu/en/notice/-/detail/844130-2025,,,,,
0,844329-2025,"Denmark – Endoscopy, endosurgery devices",Region Nordjylland,DNK,,,https://ted.europa.eu/en/notice/-/detail/844329-2025,,,,,
0,844349-2025,Germany – Medical equipments,Klinikum Bielefeld gem.GmbH,DEU,2026-01-28,,https://ted.europa.eu/en/notice/-/detail/844349-2025,,,,,
0,844515-2025,Croatia – Orthopaedic support devices,KLINIKA ZA ORTOPEDIJU LOVRAN,HRV,2026-01-23,,https://ted.europa.eu/en/notice/-/detail/844515-2025,,,,,
0,844537-2025,Italy – Medical equipments,"AZIENDA OSPEDALIERA UNIVERSITARIA POLICLINICO ""P. GIACCONE"" APPALTI E FORNITURE/AREA PROVVEDITORATO - PALERMO",ITA,2025-12-19,,https://ted.europa.eu/en/notice/-/detail/844537-2025,,,,,
0,844602-2025,Netherlands – Social work and related services,Gemeente Amsterdam,NLD,2026-02-26,,https://ted.europa.eu/en/notice/-/detail/844602-2025,,,,,
0,844614-2025,Poland – Angiography devices,4. Wojskowy Szpital Kliniczny z Polikliniką Samodzielny Publiczny Zakład Opieki Zdrowotnej we Wrocławiu,POL,2025-12-29,,https://ted.europa.eu/en/notice/-/detail/844614-2025,,,,,
0,844733-2025,Spain – Defibrillator,"CONSEJERIA DE HACIENDA, JUSTICIA Y ASUNTOS EUROPEOS",ESP,,,https://ted.europa.eu/en/notice/-/detail/844733-2025,,,,,
0,844856-2025,Germany – Installation of built-in furniture,Aberlandklinik Viechtach,DEU,2026-01-27,,https://ted.europa.eu/en/notice/-/detail/844856-2025,,,,,
0,844916-2025,France – Artificial parts of the body,CPAM DE PARIS,FRA,2026-01-20,,https://ted.europa.eu/en/notice/-/detail/844916-2025,,,,,
0,844933-2025,Norway – Medical practice and related services,INNLANDET FYLKESKOMMUNE,NOR,2026-02-03,,https://ted.europa.eu/en/notice/-/detail/844933-2025,,,,,
0,844981-2025,Poland – Medical furniture,Mazowieckie Centrum Leczenia Chorób Płuc i Gruźlicy,POL,2026-01-30,,https://ted.europa.eu/en/notice/-/detail/844981-2025,,,,,
0,845078-2025,"Slovenia – Medical equipments, pharmaceuticals and personal care products",DOM STAREJŠIH OBČANOV METLIKA,SVN,2026-01-09,,https://ted.europa.eu/en/notice/-/detail/845078-2025,,,,,
0,845153-2025,Croatia – Orthopaedic support devices,KLINIKA ZA ORTOPEDIJU LOVRAN,HRV,2026-01-23,,https://ted.europa.eu/en/notice/-/detail/845153-2025,,,,,
0,845167-2025,Czechia – Miscellaneous medical devices and products,Institut postgraduálního vzdělávání ve zdravotnictví,CZE,2026-01-09,,https://ted.europa.eu/en/notice/-/detail/845167-2025,,,,,
0,845288-2025,Czechia – Miscellaneous medical devices and products,Institut postgraduálního vzdělávání ve zdravotnictví,CZE,2025-12-30,,https://ted.europa.eu/en/notice/-/detail/845288-2025,,,,,
0,845354-2025,Sweden – Dental and subspecialty instruments and devices,Västra Götalandsregionen,SWE,2026-01-30,,https://ted.europa.eu/en/notice/-/detail/845354-2025,,,,,
0,845366-2025,Belgium – Medical equipments,vzw Jessa Ziekenhuis,BEL,2026-01-27,,https://ted.europa.eu/en/notice/-/detail/845366-2025,,,,,
0,845399-2025,Finland – Dental consumables,Satakunnan hyvinvointialue,FIN,2026-02-09,,https://ted.europa.eu/en/notice/-/detail/845399-2025,,,,,
0,845407-2025,Czechia – Medical equipments,Ministerstvo obrany,CZE,2026-01-05,,https://ted.europa.eu/en/notice/-/detail/845407-2025,,,,,
0,845538-2025,Poland – Disposable non-chemical medical consumables and haematological consumables,SZPITAL PEDIATRYCZNY W BIELSKU-BIAŁEJ,POL,2025-12-22,,https://ted.europa.eu/en/notice/-/detail/845538-2025,,,,,
0,845674-2025,Luxembourg – Therapy beds,Centre hospitalier de Luxembourg,LUX,2026-01-26,,https://ted.europa.eu/en/notice/-/detail/845674-2025,,,,,
0,845707-2025,Poland – Pharmaceutical products,Akademickie Centrum Zdrowia w Mikołowie Sp. z o.o.,POL,2026-01-23,,https://ted.europa.eu/en/notice/-/detail/845707-2025,,,,,
0,845885-2025,"Finland – Medical equipments, pharmaceuticals and personal care products",Servica Oy,FIN,2026-01-21,,https://ted.europa.eu/en/notice/-/detail/845885-2025,,,,,
0,845941-2025,Poland – Disposable non-chemical medical consumables and haematological consumables,SZPITAL PEDIATRYCZNY W BIELSKU-BIAŁEJ,POL,2025-12-22,,https://ted.europa.eu/en/notice/-/detail/845941-2025,,,,,
0,846161-2025,Italy – Osteosynthesis devices,Regione Liguria SUAR,ITA,,,https://ted.europa.eu/en/notice/-/detail/846161-2025,,,,,
0,846393-2025,Spain – Medical consumables,SERVICIO NAVARRO DE SALUD-OSASUNBIDEA,ESP,,,https://ted.europa.eu/en/notice/-/detail/846393-2025,,,,,
0,846490-2025,Poland – Surgical instruments,Beskidzkie Centrum Onkologii- Szpital Miejski im. Jana Pawła II w Bielsku-Białej.,POL,2026-01-09,,https://ted.europa.eu/en/notice/-/detail/846490-2025,,,,,
0,846501-2025,Germany – CT scanners,"Freistaat Bayern, vertreten durch die Universität Bayreuth",DEU,2026-01-28,,https://ted.europa.eu/en/notice/-/detail/846501-2025,,,,,
0,846675-2025,Bulgaria – Medical consumables,"УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""КАНЕВ"" АД",BGR,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/846675-2025,,,,,
0,846771-2025,Croatia – Medical consumables,KB Dubrava,HRV,2025-12-29,,https://ted.europa.eu/en/notice/-/detail/846771-2025,,,,,
0,846810-2025,Greece – Medical equipments,ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΣΕΡΡΩΝ,GRC,2025-04-01,,https://ted.europa.eu/en/notice/-/detail/846810-2025,,,,,
0,846832-2025,Bulgaria – Medical consumables,"МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""СВЕТА АННА"" СОФИЯ АД",BGR,2026-01-20,,https://ted.europa.eu/en/notice/-/detail/846832-2025,,,,,
0,846976-2025,Croatia – Medical consumables,KLINIČKA BOLNICA SVETI DUH,HRV,2026-01-20,,https://ted.europa.eu/en/notice/-/detail/846976-2025,,,,,
0,847020-2025,Poland – Medical equipments,Miejskie Centrum Medyczne im. dr. Karola Jonschera w Łodzi,POL,2026-01-23,,https://ted.europa.eu/en/notice/-/detail/847020-2025,,,,,
0,847041-2025,Latvia – Medical furniture,"Sabiedrība ar ierobežotu atbildību ""LIMBAŽU SLIMNĪCA""",LVA,,,https://ted.europa.eu/en/notice/-/detail/847041-2025,,,,,
0,847052-2025,Czechia – Medical consumables,"Univerzita Karlova, Přírodovědecká fakulta",CZE,2027-12-31,,https://ted.europa.eu/en/notice/-/detail/847052-2025,,,,,
